ELEMENTARY SCHOOLS,Ronald McNair ES,,13881 Hopkins Rd,Germantown,20874,301-353-0854,http://www.montgomeryschoolsmd.org/schools/ronaldmcnaires,-77.29056827,39.16976576,"13881 Hopkins Rd
Germantown, MD 20874
(39.1697657621, -77.2905682704)"
ELEMENTARY SCHOOLS,Roscoe R Nix ES,,1100 Corliss St,Silver Spring,20903,301-422-5070,http://www.montgomeryschoolsmd.org/schools/nixes,-76.98965529,39.01686681,"1100 Corliss St
Silver Spring, MD 20903
(39.0168668083, -76.9896552883)"
ELEMENTARY SCHOOLS,Rosemary Hills ES,,2111 Porter Rd,Silver Spring,20910,301-650-6400,http://www.montgomeryschoolsmd.org/schools/rosemaryhillses,-77.04515176,39.00133064,"2111 Porter Rd
Silver Spring, MD 20910
(39.0013306373, -77.0451517607)"
ELEMENTARY SCHOOLS,Rosemont ES,,16400 Alden Ave,Gaithersburg,20877,301-840-7123,http://www.montgomeryschoolsmd.org/schools/rosemontes,-77.1852515,39.12511527,"16400 Alden Ave
Gaithersburg, MD 20877
(39.1251152677, -77.1852514951)"
ELEMENTARY SCHOOLS,S Christa Mcauliffe ES,,12500 Wisteria Dr,Germantown,20874,301-353-0910,http://www.montgomeryschoolsmd.org/schools/mcauliffees,-77.26093232,39.16750769,"12500 Wisteria Dr
Germantown, MD 20874
(39.167507691, -77.2609323153)"
ELEMENTARY SCHOOLS,Sargent Shriver ES,,12518 Greenly Dr,Silver Spring,20906,301-929-4426,http://www.montgomeryschoolsmd.org/schools/shriveres,-77.07915902,39.06155042,"12518 Greenly Dr
Silver Spring, MD 20906
(39.0615504152, -77.0791590245)"
ELEMENTARY SCHOOLS,Sequoyah ES,,17301 Bowie Mill Rd,Derwood,20855,301-840-5335,http://www.montgomeryschoolsmd.org/schools/sequoyahes,-77.11774569,39.13928532,"17301 Bowie Mill Rd
Derwood, MD 20855
(39.1392853217, -77.1177456873)"
ELEMENTARY SCHOOLS,Seven Locks ES (at Radnor Center),,7000 Radnor Rd,Bethesda,20817,301-469-1038,http://www.montgomeryschoolsmd.org/schools/sevenlockses,-77.11471863,38.97909581,"7000 Radnor Rd
Bethesda, MD 20817
(38.9790958064, -77.114718632)"
ELEMENTARY SCHOOLS,Seven Locks ES (Construction),,9500 Seven Locks Rd,Bethesda,20817,301-469-1038,http://www.montgomeryschoolsmd.org/schools/sevenlockses,-77.16113969,39.01236279,"9500 Seven Locks Rd
Bethesda, MD 20817
(39.0123627913, -77.16113969)"
ELEMENTARY SCHOOLS,Sherwood ES,,1401 Olney Sandy Spring Rd,Sandy Spring,20860,301-924-3195,http://www.montgomeryschoolsmd.org/schools/sherwoodes,-77.03311646,39.14958416,"1401 Olney Sandy Spring Rd
Sandy Spring, MD 20860
(39.1495841588, -77.0331164576)"
ELEMENTARY SCHOOLS,Sligo Creek ES,,500 Schuyler Rd,Silver Spring,20910,301-562-2722,http://www.montgomeryschoolsmd.org/schools/sligocreekes,-77.01579246,39.00043152,"500 Schuyler Rd
Silver Spring, MD 20910
(39.0004315169, -77.0157924626)"
ELEMENTARY SCHOOLS,Somerset ES,,5811 Warwick Pl,Chevy Chase,20815,301-657-4985,http://www.montgomeryschoolsmd.org/schools/somersetes,-77.09240816,38.96919221,"5811 Warwick Pl
Chevy Chase, MD 20815
(38.9691922144, -77.092408162)"
ELEMENTARY SCHOOLS,South Lake ES,,18201 Contour Rd,Gaithersburg,20877,301-840-7141,http://www.montgomeryschoolsmd.org/schools/southlakees,-77.19698336,39.15581633,"18201 Contour Rd
Gaithersburg, MD 20877
(39.1558163309, -77.1969833619)"
ELEMENTARY SCHOOLS,Spark M Matsunaga ES,,13902 Bromfield Road,Germantown,20874,301-601-4350,http://www.montgomeryschoolsmd.org/schools/matsunagaes,-77.29273039,39.15070705,"13902 Bromfield Road
Germantown, MD 20874
(39.1507070468, -77.2927303852)"
ELEMENTARY SCHOOLS,Stedwick ES,,10631 Stedwick Rd,Montgomery Village,20886,301-840-7187,http://www.montgomeryschoolsmd.org/schools/stedwickes,-77.21119234,39.1743637,"10631 Stedwick Rd
Montgomery Village, MD 20886
(39.1743636993, -77.2111923449)"
ELEMENTARY SCHOOLS,Stone Mill ES,,14323 Stonebridge View Dr,North Potomac,20878,301-279-4975,http://www.montgomeryschoolsmd.org/schools/stonemilles,-77.21446122,39.09163772,"14323 Stonebridge View Dr
North Potomac, MD 20878
(39.0916377183, -77.2144612215)"
ELEMENTARY SCHOOLS,Stonegate ES,,14811 Notley Rd,Silver Spring,20904,301-989-5668,http://www.montgomeryschoolsmd.org/schools/stonegatees,-77.01574752,39.09954677,"14811 Notley Rd
Silver Spring, MD 20904
(39.0995467662, -77.0157475178)"
ELEMENTARY SCHOOLS,Strathmore ES,,3200 Beaverwood La,Silver Spring,20906,301-460-2135,http://www.montgomeryschoolsmd.org/schools/strathmorees,-77.06543499,39.08606697,"3200 Beaverwood La
Silver Spring, MD 20906
(39.0860669739, -77.0654349871)"
ELEMENTARY SCHOOLS,Strawberry Knoll ES,,18820 Strawberry Knoll Rd,Gaithersburg,20879,301-840-7112,http://www.montgomeryschoolsmd.org/schools/strawberryknolles,-77.18253484,39.16586734,"18820 Strawberry Knoll Rd
Gaithersburg, MD 20879
(39.1658673386, -77.1825348422)"
ELEMENTARY SCHOOLS,Summit Hall ES,,101 W Deer Park Rd,Gaithersburg,20877,301-840-7127,http://www.montgomeryschoolsmd.org/schools/summithalles,-77.19545728,39.12728249,"101 W Deer Park Rd
Gaithersburg, MD 20877
(39.127282494, -77.195457283)"
ELEMENTARY SCHOOLS,Takoma Park ES,,7511 Holly Ave,Takoma Park,20912,301-650-6414,http://www.montgomeryschoolsmd.org/schools/takomaparkes,-77.01241488,38.98265975,"7511 Holly Ave
Takoma Park, MD 20912
(38.9826597502, -77.0124148794)"
ELEMENTARY SCHOOLS,Thurgood Marshall ES,,12260 McDonald Chapel Dr,Gaithersburg,20878,301-670-8282,http://www.montgomeryschoolsmd.org/schools/thurgoodmarshalles,-77.25986915,39.12622009,"12260 McDonald Chapel Dr
Gaithersburg, MD 20878
(39.1262200858, -77.2598691505)"
ELEMENTARY SCHOOLS,Travilah ES,,13801 DuFief Mill Rd,North Potomac,20878,301-840-7153,http://www.montgomeryschoolsmd.org/schools/travilahes,-77.24862261,39.08247855,"13801 DuFief Mill Rd
North Potomac, MD 20878
(39.0824785544, -77.2486226133)"
ELEMENTARY SCHOOLS,Twinbrook ES,,5911 Ridgeway Ave,Rockville,20851,301-230-5925,http://www.montgomeryschoolsmd.org/schools/twinbrookes,-77.12009532,39.06872803,"5911 Ridgeway Ave
Rockville, MD 20851
(39.0687280318, -77.1200953184)"
ELEMENTARY SCHOOLS,Viers Mill ES,,11711 Joseph Mill Rd,Silver Spring,20906,301-929-2165,http://www.montgomeryschoolsmd.org/schools/viersmilles,-77.08528913,39.04850275,"11711 Joseph Mill Rd
Silver Spring, MD 20906
(39.048502748, -77.0852891291)"
ELEMENTARY SCHOOLS,Washington Grove ES,,8712 Oakmont St,Gaithersburg,20877,301-840-7120,http://www.montgomeryschoolsmd.org/schools/washingtongrovees,-77.17774023,39.13248878,"8712 Oakmont St
Gaithersburg, MD 20877
(39.1324887754, -77.1777402319)"
ELEMENTARY SCHOOLS,Waters Landing ES,,13100 Waters Landing Dr,Germantown,20874,301-353-0915,http://www.montgomeryschoolsmd.org/schools/waterslandinges,-77.26861329,39.18860827,"13100 Waters Landing Dr
Germantown, MD 20874
(39.1886082714, -77.2686132909)"
ELEMENTARY SCHOOLS,Watkins Mill ES,,19001 Watkins Mill Rd,Montgomery Village,20886,301-840-7181,http://www.montgomeryschoolsmd.org/schools/watkinsmilles,-77.21102519,39.16722099,"19001 Watkins Mill Rd
Montgomery Village, MD 20886
(39.1672209879, -77.2110251862)"
ELEMENTARY SCHOOLS,Wayside ES,,10011 Glen Rd,Potomac,20854,301-279-8484,http://www.montgomeryschoolsmd.org/schools/waysidees,-77.20619071,39.04755033,"10011 Glen Rd
Potomac, MD 20854
(39.0475503295, -77.2061907116)"
ELEMENTARY SCHOOLS,Weller Road ES,,3301 Weller Rd,Silver Spring,20906,301-929-2010,http://www.montgomeryschoolsmd.org/schools/wellerroades,-77.06706298,39.06543684,"3301 Weller Rd
Silver Spring, MD 20906
(39.0654368354, -77.06706298)"
ELEMENTARY SCHOOLS,Westbrook ES,,5110 Allan Ter,Bethesda,20816,301-320-6506,http://www.montgomeryschoolsmd.org/schools/westbrookes,-77.10281933,38.95847109,"5110 Allan Ter
Bethesda, MD 20816
(38.9584710865, -77.1028193264)"
ELEMENTARY SCHOOLS,Westover ES,,401 Hawkesbury La,Silver Spring,20904,301-989-5676,http://www.montgomeryschoolsmd.org/schools/westoveres,-77.01802239,39.07486428,"401 Hawkesbury La
Silver Spring, MD 20904
(39.0748642774, -77.0180223922)"
ELEMENTARY SCHOOLS,Wheaton Woods ES,,4510 Faroe Pl,Rockville,20853,301-929-2018,http://www.montgomeryschoolsmd.org/schools/wheatonwoodses,-77.09022085,39.06824914,"4510 Faroe Pl
Rockville, MD 20853
(39.0682491425, -77.0902208543)"
ELEMENTARY SCHOOLS,Whetstone ES,,19201 Thomas Farm Dr,Gaithersburg,20879,301-840-7191,http://www.montgomeryschoolsmd.org/schools/whetstonees,-77.19699479,39.17186881,"19201 Thomas Farm Dr
Gaithersburg, MD 20879
(39.1718688083, -77.1969947933)"
ELEMENTARY SCHOOLS,William B Gibbs Jr ES,,12615 Royal Crown Dr,Clarksburg,20876,301-353-0800,http://www.montgomeryschoolsmd.org/schools/gibbses/,-77.25962519,39.20571965,"12615 Royal Crown Dr
Clarksburg, MD 20876
(39.2057196485, -77.2596251938)"
ELEMENTARY SCHOOLS,William T Page ES,,13400 Tamarack Rd,Silver Spring,20904,301-989-5672,http://www.montgomeryschoolsmd.org/schools/pagees,-76.98359058,39.07490862,"13400 Tamarack Rd
Silver Spring, MD 20904
(39.0749086167, -76.9835905797)"
ELEMENTARY SCHOOLS,Wood Acres ES,,5800 Cromwell Dr,Bethesda,20816,301-320-6502,http://www.montgomeryschoolsmd.org/schools/woodacreses,-77.1186719,38.96758654,"5800 Cromwell Dr
Bethesda, MD 20816
(38.9675865435, -77.1186718959)"
ELEMENTARY SCHOOLS,Woodfield ES,,24200 Woodfield Rd,Gaithersburg,20879,301-253-7085,http://www.montgomeryschoolsmd.org/schools/woodfieldes,-77.1982814,39.25278273,"24200 Woodfield Rd
Gaithersburg, MD 20879
(39.2527827289, -77.1982813985)"
ELEMENTARY SCHOOLS,Woodlin ES,,2101 Luzerne Ave,Silver Spring,20910,301-650-6440,http://www.montgomeryschoolsmd.org/schools/woodlines,-77.04677163,39.00653739,"2101 Luzerne Ave
Silver Spring, MD 20910
(39.0065373884, -77.0467716274)"
ELEMENTARY SCHOOLS,Wyngate ES,,9300 Wadsworth Dr,Bethesda,20817,301-571-6979,http://www.montgomeryschoolsmd.org/schools/wyngatees,-77.12824371,39.00932563,"9300 Wadsworth Dr
Bethesda, MD 20817
(39.0093256299, -77.1282437122)"
